filename,label,region,region_name,location_name,dfo_date,scene_date,scene_id,lat,lon,cloud_cover,days_from_spawn,spawn_length_m,spawn_width_m,survey_method,spawn_score
A27_2023-03-10_50.481111_-128.042222.png,spawn,A27,Area 27,Matthews Is,2023-03-13,2023-03-10,S2B_MSIL2A_20230310T194239_R042_T09UWS_20240824T081219,50.481111,-128.042222,7.507461,3,1750.0,143.33333333333334,Dive,
A27_2023-03-10_50.483056_-128.051389.png,spawn,A27,Area 27,North Hrbr,2023-03-13,2023-03-10,S2B_MSIL2A_20230310T194239_R042_T09UWS_20240824T081219,50.483056,-128.051389,7.507461,3,2050.0,153.5,Dive,
A27_2023-03-10_50.486944_-128.033611.png,spawn,A27,Area 27,Forward Inlt,2023-03-13,2023-03-10,S2B_MSIL2A_20230310T194239_R042_T09UWS_20240824T081219,50.486944,-128.033611,7.507461,3,2400.0,83.14285714285714,Dive,
A27_2023-03-10_50.490278_-128.047778.png,spawn,A27,Area 27,Flint Rk,2023-03-13,2023-03-10,S2B_MSIL2A_20230310T194239_R042_T09UWS_20240824T081219,50.490278,-128.047778,7.507461,3,850.0,124.0,Dive,
A27_2023-03-10_50.496111_-128.071667.png,spawn,A27,Area 27,Browning Inlt,2023-03-13,2023-03-10,S2B_MSIL2A_20230310T194239_R042_T09UWS_20240824T081219,50.496111,-128.071667,7.507461,3,1000.0,102.66666666666667,Dive,
A27_2023-03-10_50.503681_-128.029576.png,no-spawn,A27,Area 27,Hazard Pt,2023-03-13,2023-03-10,S2B_MSIL2A_20230310T194239_R042_T09UWS_20240824T081219,50.503681,-128.029576,7.507461,3,3525.0,224.0,Dive,
A27_2023-03-10_50.51_-128.018889.png,no-spawn,A27,Area 27,Quashtin Cr,2023-03-13,2023-03-10,S2B_MSIL2A_20230310T194239_R042_T09UWS_20240824T081219,50.51,-128.018889,7.507461,3,3650.0,11.8,Dive,
A27_2023-03-27_50.238889_-127.777778.png,spawn,A27,Area 27,Klaskish Inlt,2023-03-27,2023-03-27,S2B_MSIL2A_20230327T193029_R142_T09UWR_20230328T003822,50.238889,-127.777778,0.552237,0,0,0,Incomplete,
A27_2024-03-16_50.238889_-127.777778.png,spawn,A27,Area 27,Klaskish Inlt,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.238889,-127.777778,7.2e-05,13,0,0,Incomplete,
A27_2024-03-16_50.33_-127.888333.png,spawn,A27,Area 27,Side Bay,2024-03-06,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.33,-127.888333,7.2e-05,10,0,0,Incomplete,
A27_2024-03-16_50.481111_-128.042222.png,spawn,A27,Area 27,Matthews Is,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.481111,-128.042222,7.2e-05,13,1050.0,205.25,Dive,
A27_2024-03-16_50.483056_-128.051389.png,spawn,A27,Area 27,North Hrbr,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.483056,-128.051389,7.2e-05,13,2400.0,139.28571428571428,Dive,
A27_2024-03-16_50.486944_-128.033611.png,spawn,A27,Area 27,Forward Inlt,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.486944,-128.033611,7.2e-05,13,2400.0,69.57142857142857,Dive,
A27_2024-03-16_50.490278_-128.047778.png,spawn,A27,Area 27,Flint Rk,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.490278,-128.047778,7.2e-05,13,900.0,172.33333333333334,Dive,
A27_2024-03-16_50.496111_-128.071667.png,spawn,A27,Area 27,Browning Inlt,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.496111,-128.071667,7.2e-05,13,2000.0,148.33333333333334,Dive,
A27_2024-03-16_50.503681_-128.029576.png,no-spawn,A27,Area 27,Hazard Pt,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.503681,-128.029576,7.2e-05,13,3125.0,211.33333333333334,Dive,
A27_2024-03-16_50.51_-128.018889.png,no-spawn,A27,Area 27,Quashtin Cr,2024-03-03,2024-03-16,S2A_MSIL2A_20240316T193141_R142_T09UWR_20240317T022352,50.51,-128.018889,7.2e-05,13,725.0,11.0,Dive,
A27_2025-02-12_50.321667_-127.795833.png,no-spawn,A27,Area 27,Klaskino Inlt,2025-02-25,2025-02-12,S2C_MSIL2A_20250212T194551_R042_T09UWR_20250212T212913,50.321667,-127.795833,22.036563,13,0,0,Incomplete,
A27_2025-03-09_50.518014_-128.020206.png,no-spawn,A27,Area 27,Winter Hrbr,2025-03-08,2025-03-09,S2B_MSIL2A_20250309T194139_R042_T09UWR_20250309T225432,50.518014,-128.020206,47.370133,1,0,0,Incomplete,
A27_2025-04-03_50.321667_-127.795833.png,spawn,A27,Area 27,Klaskino Inlt,2025-04-03,2025-04-03,S2C_MSIL2A_20250403T194001_R042_T09UWR_20250404T003817,50.321667,-127.795833,3.568695,0,0,0,Incomplete,
A2W_2016-03-27_53.596944_-132.882778.png,no-spawn,A2W,Area 2W,Port Chanal,2016-03-29,2016-03-27,S2A_MSIL2A_20160327T200322_R128_T08UPE_20210211T005521,53.596944,-132.882778,28.840989,2,950.0,10.0,Surface,
A2W_2016-03-27_53.698889_-132.950833.png,no-spawn,A2W,Area 2W,Port Louis,2016-03-24,2016-03-27,S2A_MSIL2A_20160327T200322_R128_T08UPE_20210211T005521,53.698889,-132.950833,28.840989,3,700.0,45.0,Surface,
A2W_2018-04-01_53.0075_-132.278333.png,no-spawn,A2W,Area 2W,Inskip Chnl,2018-04-04,2018-04-01,S2B_MSIL2A_20180401T195959_R128_T08UPE_20201012T171159,53.0075,-132.278333,23.490778,3,1200.0,18.0,Surface,
A2W_2018-04-01_53.596944_-132.882778.png,no-spawn,A2W,Area 2W,Port Chanal,2018-03-26,2018-04-01,S2B_MSIL2A_20180401T195959_R128_T08UPE_20201012T171159,53.596944,-132.882778,23.490778,6,150.0,25.0,Surface,
A2W_2018-04-01_53.698889_-132.950833.png,no-spawn,A2W,Area 2W,Port Louis,2018-04-10,2018-04-01,S2B_MSIL2A_20180401T195959_R128_T08UPE_20201012T171159,53.698889,-132.950833,23.490778,9,12000.0,0,Incomplete,
A2W_2019-03-19_53.596944_-132.882778.png,no-spawn,A2W,Area 2W,Port Chanal,2019-03-21,2019-03-19,S2A_MSIL2A_20190319T195131_R085_T08UPE_20201007T081506,53.596944,-132.882778,0.148844,2,2100.0,3.0,Surface,
A2W_2019-03-24_53.698889_-132.950833.png,no-spawn,A2W,Area 2W,Port Louis,2019-03-24,2019-03-24,S2B_MSIL2A_20190324T195049_R085_T08UPE_20201007T101847,53.698889,-132.950833,1.856864,0,300.0,12.0,Surface,
A2W_2019-04-01_53.759722_-133.013333.png,spawn,A2W,Area 2W,Otard Bay,2019-04-01,2019-04-01,S2A_MSIL2A_20190401T200001_R128_T08UPE_20201006T205808,53.759722,-133.013333,0.099021,0,740.0,8.0,Surface,
A2W_2020-03-13_53.759722_-133.013333.png,no-spawn,A2W,Area 2W,Otard Bay,2020-03-26,2020-03-13,S2A_MSIL2A_20200313T195201_R085_T08UPE_20201008T034703,53.759722,-133.013333,5.323776,13,680.0,1.0,Surface,
A2W_2020-04-10_53.688333_-132.955278.png,no-spawn,A2W,Area 2W,Tingley Cv,2020-04-02,2020-04-10,S2B_MSIL2A_20200410T195859_R128_T08UPE_20200925T205433,53.688333,-132.955278,10.844304,8,360.0,4.0,Surface,
A2W_2020-04-10_53.698889_-132.950833.png,no-spawn,A2W,Area 2W,Port Louis,2020-04-02,2020-04-10,S2B_MSIL2A_20200410T195859_R128_T08UPE_20200925T205433,53.698889,-132.950833,10.844304,8,860.0,10.0,Surface,
A2W_2020-04-10_53.701111_-132.960556.png,no-spawn,A2W,Area 2W,Queen Is,2020-04-03,2020-04-10,S2B_MSIL2A_20200410T195859_R128_T08UPE_20200925T205433,53.701111,-132.960556,10.844304,7,215.0,6.0,Surface,
A2W_2021-04-15_53.759722_-133.013333.png,spawn,A2W,Area 2W,Otard Bay,2021-04-05,2021-04-15,S2B_MSIL2A_20210415T195849_R128_T08UPE_20210416T205332,53.759722,-133.013333,2.659036,10,1170.0,5.0,Surface,
A2W_2022-04-05_53.596944_-132.882778.png,no-spawn,A2W,Area 2W,Port Chanal,2022-03-25,2022-04-05,S2A_MSIL2A_20220405T195941_R128_T08UPE_20240606T221618,53.596944,-132.882778,48.524281,11,15.0,5.0,Surface,
A2W_2022-04-10_53.688333_-132.955278.png,no-spawn,A2W,Area 2W,Tingley Cv,2022-03-27,2022-04-10,S2B_MSIL2A_20220410T195859_R128_T08UPE_20220411T170505,53.688333,-132.955278,43.235889,14,50.0,30.0,Surface,
A2W_2022-04-10_53.698889_-132.950833.png,no-spawn,A2W,Area 2W,Port Louis,2022-03-27,2022-04-10,S2B_MSIL2A_20220410T195859_R128_T08UPE_20220411T170505,53.698889,-132.950833,43.235889,14,350.0,2.0,Surface,
A2W_2022-04-10_53.701111_-132.960556.png,no-spawn,A2W,Area 2W,Queen Is,2022-03-27,2022-04-10,S2B_MSIL2A_20220410T195859_R128_T08UPE_20220411T170505,53.701111,-132.960556,43.235889,14,350.0,15.0,Surface,
A2W_2023-03-28_53.688333_-132.955278.png,spawn,A2W,Area 2W,Tingley Cv,2023-04-03,2023-03-28,S2A_MSIL2A_20230328T195021_R085_T08UPE_20230329T035253,53.688333,-132.955278,0.044896,6,325.0,6.0,Surface,
A2W_2023-03-28_53.698889_-132.950833.png,spawn,A2W,Area 2W,Port Louis,2023-04-03,2023-03-28,S2A_MSIL2A_20230328T195021_R085_T08UPE_20230329T035253,53.698889,-132.950833,0.044896,6,135.0,6.0,Surface,
A2W_2023-03-28_53.701111_-132.960556.png,spawn,A2W,Area 2W,Queen Is,2023-04-03,2023-03-28,S2A_MSIL2A_20230328T195021_R085_T08UPE_20230329T035253,53.701111,-132.960556,0.044896,6,350.0,9.0,Surface,
A2W_2023-03-28_53.759722_-133.013333.png,spawn,A2W,Area 2W,Otard Bay,2023-04-03,2023-03-28,S2A_MSIL2A_20230328T195021_R085_T08UPE_20230329T035253,53.759722,-133.013333,0.044896,6,300.0,9.0,Surface,
A2W_2024-03-22_53.036389_-132.429444.png,spawn,A2W,Area 2W,Boomchain Bay,2024-03-22,2024-03-22,S2A_MSIL2A_20240322T195101_R085_T08UPD_20240323T022230,53.036389,-132.429444,1.369143,0,750.0,6.0,Surface,
A2W_2024-03-22_53.306667_-132.676944.png,no-spawn,A2W,Area 2W,Kano Inlt,2024-03-22,2024-03-22,S2A_MSIL2A_20240322T195101_R085_T08UPD_20240323T022230,53.306667,-132.676944,1.369143,0,0,0,Incomplete,
A2W_2024-03-22_53.344167_-132.472778.png,spawn,A2W,Area 2W,Shields Bay,2024-03-22,2024-03-22,S2A_MSIL2A_20240322T195101_R085_T08UPE_20240323T022230,53.344167,-132.472778,3.748056,0,0,0,Incomplete,
A2W_2024-03-22_53.688333_-132.955278.png,spawn,A2W,Area 2W,Tingley Cv,2024-03-21,2024-03-22,S2A_MSIL2A_20240322T195101_R085_T08UPE_20240323T022230,53.688333,-132.955278,3.748056,1,350.0,4.0,Surface,
A2W_2024-03-22_53.698889_-132.950833.png,spawn,A2W,Area 2W,Port Louis,2024-03-21,2024-03-22,S2A_MSIL2A_20240322T195101_R085_T08UPE_20240323T022230,53.698889,-132.950833,3.748056,1,350.0,3.0,Surface,
A2W_2024-03-22_53.701111_-132.960556.png,spawn,A2W,Area 2W,Queen Is,2024-03-21,2024-03-22,S2A_MSIL2A_20240322T195101_R085_T08UPE_20240323T022230,53.701111,-132.960556,3.748056,1,350.0,5.0,Surface,
A2W_2024-03-22_53.759722_-133.013333.png,spawn,A2W,Area 2W,Otard Bay,2024-03-20,2024-03-22,S2A_MSIL2A_20240322T195101_R085_T08UPE_20240323T022230,53.759722,-133.013333,3.748056,2,100.0,3.0,Surface,
A2W_2025-03-12_53.688333_-132.955278.png,no-spawn,A2W,Area 2W,Tingley Cv,2025-03-13,2025-03-12,S2B_MSIL2A_20250312T195129_R085_T08UPE_20250312T231625,53.688333,-132.955278,22.888608,1,25.0,2.0,Surface,
A2W_2025-03-12_53.698889_-132.950833.png,no-spawn,A2W,Area 2W,Port Louis,2025-03-13,2025-03-12,S2B_MSIL2A_20250312T195129_R085_T08UPE_20250312T231625,53.698889,-132.950833,22.888608,1,350.0,4.0,Surface,
A2W_2025-03-12_53.701111_-132.960556.png,no-spawn,A2W,Area 2W,Queen Is,2025-03-13,2025-03-12,S2B_MSIL2A_20250312T195129_R085_T08UPE_20250312T231625,53.701111,-132.960556,22.888608,1,180.0,1.0,Surface,
CC_2016-03-31_51.646944_-127.827778.png,no-spawn,CC,Central Coast,Illahie Inlt,2016-04-20,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWT_20210211T005901,51.646944,-127.827778,3.371283,20,2450.0,9.714285714285714,Dive,
CC_2016-03-31_51.708056_-127.873611.png,no-spawn,CC,Central Coast,Kwakume Inlt,2016-03-22,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWT_20210211T005901,51.708056,-127.873611,3.371283,9,850.0,13.75,Dive,
CC_2016-03-31_51.818056_-128.048333.png,spawn,CC,Central Coast,Mustang Bay,2016-04-03,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWT_20210211T005901,51.818056,-128.048333,3.371283,3,1275.0,35.75,Dive,
CC_2016-03-31_51.886944_-128.146111.png,no-spawn,CC,Central Coast,Goodlad Bay,2016-04-05,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWT_20210211T005901,51.886944,-128.146111,3.371283,5,700.0,42.0,Dive,
CC_2016-03-31_52.161841_-128.381413.png,spawn,CC,Central Coast,Little Thompson Bay,2016-04-01,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.161841,-128.381413,0.217,1,3850.0,40.583333333333336,Dive,
CC_2016-03-31_52.171389_-127.995278.png,no-spawn,CC,Central Coast,Gunboat Pass,2016-03-27,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.171389,-127.995278,0.217,4,4200.0,25.083333333333332,Dive,
CC_2016-03-31_52.203889_-128.095278.png,no-spawn,CC,Central Coast,Dumas Pt,2016-04-02,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.203889,-128.095278,0.217,2,1400.0,17.25,Dive,
CC_2016-03-31_52.256015_-128.294649.png,spawn,CC,Central Coast,Bullen Rk,2016-04-02,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.256015,-128.294649,0.217,2,1725.0,27.4,Dive,
CC_2016-03-31_52.260556_-128.316944.png,no-spawn,CC,Central Coast,Bush Pt,2016-04-02,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.260556,-128.316944,0.217,2,2950.0,78.375,Dive,
CC_2016-03-31_52.263611_-128.348333.png,spawn,CC,Central Coast,Fisher Pt,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.263611,-128.348333,0.217,0,1625.0,36.6,Dive,
CC_2016-03-31_52.266944_-128.275.png,spawn,CC,Central Coast,Foote Islets,2016-04-02,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.266944,-128.275,0.217,2,1400.0,20.5,Dive,
CC_2016-03-31_52.274722_-128.323333.png,no-spawn,CC,Central Coast,Mouat Cv,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.274722,-128.323333,0.217,0,2175.0,59.714285714285715,Dive,
CC_2016-03-31_52.275278_-128.314444.png,no-spawn,CC,Central Coast,Berry Inlt,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.275278,-128.314444,0.217,0,1525.0,16.75,Dive,
CC_2016-03-31_52.275833_-128.361667.png,spawn,CC,Central Coast,Balagny Pass,2016-04-02,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.275833,-128.361667,0.217,2,1575.0,90.2,Dive,
CC_2016-03-31_52.276111_-128.369167.png,spawn,CC,Central Coast,Watch Is,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.276111,-128.369167,0.217,0,2800.0,41.875,Dive,
CC_2016-03-31_52.280103_-128.268926.png,spawn,CC,Central Coast,Shingle Rk,2016-03-30,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.280103,-128.268926,0.217,1,2200.0,20.142857142857142,Dive,
CC_2016-03-31_52.280278_-128.386111.png,spawn,CC,Central Coast,Branks It,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.280278,-128.386111,0.217,0,1400.0,50.0,Dive,
CC_2016-03-31_52.284722_-128.404167.png,spawn,CC,Central Coast,Cameron Pt,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.284722,-128.404167,0.217,0,350.0,53.0,Dive,
CC_2016-03-31_52.285339_-128.236542.png,spawn,CC,Central Coast,Spiller Chnl,2016-04-02,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.285339,-128.236542,0.217,2,8250.0,28.833333333333332,Dive,
CC_2016-03-31_52.288333_-128.373334.png,spawn,CC,Central Coast,Powell Anch,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.288333,-128.373334,0.217,0,4600.0,59.15384615384615,Dive,
CC_2016-03-31_52.296111_-128.369722.png,spawn,CC,Central Coast,Reid Pass,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.296111,-128.369722,0.217,0,3600.0,45.4,Dive,
CC_2016-03-31_52.298889_-128.398333.png,spawn,CC,Central Coast,King Cv,2016-03-30,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.298889,-128.398333,0.217,1,350.0,50.0,Dive,
CC_2016-03-31_52.300833_-128.383889.png,spawn,CC,Central Coast,Cecilia Is,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.300833,-128.383889,0.217,0,350.0,77.5,Dive,
CC_2016-03-31_52.305833_-128.2575.png,spawn,CC,Central Coast,Tankeeah River,2016-03-30,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.305833,-128.2575,0.217,1,2175.0,40.5,Dive,
CC_2016-03-31_52.308611_-128.371389.png,spawn,CC,Central Coast,Boat Inlt,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.308611,-128.371389,0.217,0,350.0,69.0,Dive,
CC_2016-03-31_52.312222_-128.352778.png,spawn,CC,Central Coast,Oliver Cv,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.312222,-128.352778,0.217,0,2450.0,43.285714285714285,Dive,
CC_2016-03-31_52.313611_-128.3575.png,spawn,CC,Central Coast,Port Blackney,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.313611,-128.3575,0.217,0,1225.0,88.0,Dive,
CC_2016-03-31_52.318611_-128.371389.png,spawn,CC,Central Coast,Bird Pt,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.318611,-128.371389,0.217,0,350.0,26.0,Dive,
CC_2016-03-31_52.329444_-128.343056.png,spawn,CC,Central Coast,Leighton Is,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.329444,-128.343056,0.217,0,1250.0,35.0,Dive,
CC_2016-03-31_52.336944_-128.328333.png,spawn,CC,Central Coast,Lambard Inlt,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.336944,-128.328333,0.217,0,875.0,47.0,Dive,
CC_2016-03-31_52.341944_-128.341944.png,spawn,CC,Central Coast,Lady Trutch Pass,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.341944,-128.341944,0.217,0,1325.0,45.25,Dive,
CC_2016-03-31_52.350556_-128.3575.png,spawn,CC,Central Coast,Lake Is,2016-03-31,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.350556,-128.3575,0.217,0,350.0,45.0,Dive,
CC_2016-03-31_52.395833_-128.168611.png,no-spawn,CC,Central Coast,Mosquito Bay,2016-03-23,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.395833,-128.168611,0.217,8,2100.0,24.833333333333332,Dive,
CC_2016-03-31_52.403889_-127.893611.png,no-spawn,CC,Central Coast,Roscoe Inlt,2016-03-17,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.403889,-127.893611,0.217,14,4750.0,27.857142857142858,Dive,
CC_2016-03-31_52.409167_-127.991944.png,no-spawn,CC,Central Coast,Briggs Inlt,2016-03-17,2016-03-31,S2A_MSIL2A_20160331T194312_R042_T09UWU_20210211T005842,52.409167,-127.991944,0.217,14,2700.0,18.25,Dive,
